title,price,link
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","₹1,47,990",/sspa/click?ie=UTF8&spc=MTo4MjQxNzU0ODcwMTgzODI5OjE3NDQwODc0NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDUyNTI3NjY0NTQzMjo6NDo6&url=%2FLenovo-38-86cm-Windows-83HM004NIN-Copilot%2Fdp%2FB0DP6RBVSK%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%253Aamzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DP6RBVSK%26pd_rd_r%3Dae85487d-7fae-49b4-9c0a-24a4669d028c%26pd_rd_w%3DYOP0q%26pd_rd_wg%3D5mQZ8%26pf_rd_p%3D70fd741c-68a9-470a-9805-115e3115104d%26pf_rd_r%3D0JSZNJVW9R9XVC401GE4%26qid%3D1744087449%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-5-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"
Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB
                    SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows
                    11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN
                    Laptop
","₹57,890",/sspa/click?ie=UTF8&spc=MTo2MjU3OTA2OTA0NjgwNDQ3OjE3NDQwODc0NDk6c3BfYXRmOjMwMDQ2MTI5MDk3MzYzMjo6MDo6&url=%2FLenovo-IdeaPad-Integrated-Graphics-83EM00H0IN%2Fdp%2FB0DPWRX9V6%2Fref%3Dsr_1_2_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087449%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows 11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN Laptop","₹57,890",/sspa/click?ie=UTF8&spc=MTo4MjQxNzU0ODcwMTgzODI5OjE3NDQwODc0NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ2MTI5MDk3MzYzMjo6MTo6&url=%2FLenovo-IdeaPad-Integrated-Graphics-83EM00H0IN%2Fdp%2FB0DPWRX9V6%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%253Aamzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DPWRX9V6%26pd_rd_r%3Dae85487d-7fae-49b4-9c0a-24a4669d028c%26pd_rd_w%3DYOP0q%26pd_rd_wg%3D5mQZ8%26pf_rd_p%3D70fd741c-68a9-470a-9805-115e3115104d%26pf_rd_r%3D0JSZNJVW9R9XVC401GE4%26qid%3D1744087449%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-2-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"
Dell Inspiron 16 Plus Laptop with AI Enabled Intel Evo Powered
              Core Ultra 5 125H, 16GB LPDDR5, 512GB SSD, Intel Arc Graphics, 16""
              (40.64cm) FHD+ NT 300 nits Display, Backlit KB + FPR, Ice Blue,
              1.90kg
","₹1,00,290",/sspa/click?ie=UTF8&spc=MTo4MjQxNzU0ODcwMTgzODI5OjE3NDQwODc0NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ5OTkxNDk1ODYzMjo6MDo6&url=%2FDell-Inspiron-Enabled-Powered-Graphics%2Fdp%2FB0DB24H9ZJ%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%253Aamzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DB24H9ZJ%26pd_rd_r%3Dae85487d-7fae-49b4-9c0a-24a4669d028c%26pd_rd_w%3DYOP0q%26pd_rd_wg%3D5mQZ8%26pf_rd_p%3D70fd741c-68a9-470a-9805-115e3115104d%26pf_rd_r%3D0JSZNJVW9R9XVC401GE4%26qid%3D1744087449%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"ASUS Zenbook 14, 14"" 3K (2880 x 1800) OLED, Touch Screen, Intel Core Ultra 5,(16GB RAM/1 TB/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Ponder Blue/1.28 Kg),UX3405CA-PZ162WS","₹1,10,280",/sspa/click?ie=UTF8&spc=MTo2OTc5NTM1ODM2NjM4MTcxOjE3NDQwODc0OTU6c3BfbXRmOjMwMDQ3OTYzMDY3ODUzMjo6MDo6&url=%2FASUS-Zenbook-Screen-Windows-UX3405CA-PZ162WS%2Fdp%2FB0DSHTHR67%2Fref%3Dsr_1_59_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087495%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Acer One 11 Intel Celeron N4500 (Windows 11 Home/ 8 GB/ 256 GB SSD) 29.64 cm (11.6"") Anti Glare HD Laptop, Z8-284, 1.1 KG, Deep Blue","₹17,990",/Acer-Celeron-Windows-Laptop-Z8-284/dp/B0CHRNQBCR/ref=sr_1_14?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-14
"MagicRaven Portable Monitor, 15.6"" 1920 * 1080P IPS Laptop Screen, 60Hz Lightweight and Slim Travel Monitor with Full-Featured USB C HDMI Port, Gaming Display for PC Switch Xbox PS3/4/5","₹10,999",/MagicRaven-Portable-Lightweight-Computer-Speakers/dp/B0D841Z2XP/ref=sr_1_65?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-65
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","₹43,990",/HP-i5-1235U-FY5008TU-Anti-Glare-15-6-inch/dp/B0CJM5Z6FY/ref=sr_1_47?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-47
"FUTOPIA Ultimus PRO Intel Dual Core ~2.4GHz (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin and Light Laptop (14 Inch, Gray, 1.2 kg)","₹11,990",/sspa/click?ie=UTF8&spc=MTo3MzIxMTkzNTc4MjM2MTkyOjE3NDQwODc0NzA6c3BfYXRmX25leHQ6MzAwNDU4OTA3OTEyMjMyOjowOjo&url=%2FFUTOPIA-Ultimus-2-4GHz-Storage-NU14U3CNC43BN-MB%2Fdp%2FB0D98DS8ZR%2Fref%3Dsr_1_17_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087470%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 14 AI Laptop, Intel Core Ultra 5 125H,12 Tops,16GB DDR5, 512GB SSD, (Win 11, Silver, 1.4 kg) Anti-Glare,14-inch (35.6 cm), FHD, Intel Arc Graphics, FHD Camera, Backlit KB, gr1022TU","₹67,990",/sspa/click?ie=UTF8&spc=MTo0MjE1MDgwODYyNzcwMjQwOjE3NDQwODc0ODY6c3BfYXRmX25leHQ6MzAwNDU2MTc4MTIwODMyOjowOjo&url=%2FHP-14-inch-Graphics-Privacy-gr1022TU%2Fdp%2FB0D8J8H131%2Fref%3Dsr_1_33_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087486%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 15s, Intel Core i3-1215, 8GB DDR4, 512GB SSD, 15.6-inch (39.6cm), Anti-Glare, FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers (Win 11, Office 21, Silver, 1.69kg) fy5003TU","₹33,240",/HP-i3-1215U-Graphics-Numeric-15s-fy5003TU/dp/B0C3D81MJG/ref=sr_1_42?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-42
"Acer ALG Intel Core i5-13th Gen 13420H Processor, NVIDIA GeForce RTX 3050-6GB DDR6(16 GB RAM/512GB SSD) FHD, 15.6""/39.62cm, 144Hz,Windows 11 Home, Steel Gray, 1.99kg, AL15G-53, Gaming Laptop","₹63,999",/Acer-i5-13th-Processor-3050-6GB-AL15G-53/dp/B0DXVGVNKN/ref=sr_1_6?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-6
"MSI Thin 15, Intel Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB /Cosmos Gray/1.86Kg), B13UCX-1808IN","₹52,990",/sspa/click?ie=UTF8&spc=MTo0MjE1MDgwODYyNzcwMjQwOjE3NDQwODc0ODY6c3BfYnRmOjMwMDQ3ODUzNTY4NTEzMjo6MDo6&url=%2FMSI-i5-13420H-Windows-GeForce-B13UCX-1808IN%2Fdp%2FB0CV9JXPB5%2Fref%3Dsr_1_54_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087486%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11/MS Office,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","₹24,990",/Lenovo-Athlon-Laptop-Windows-Warranty/dp/B0872G2MPV/ref=sr_1_19?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-19
"Lenovo Legion Pro 7 Intel Core i9-14900HX 16"" (40.6cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (32GB/1TB SSD/Win 11/Office 21/NVIDIA RTX 4090 16GB/100% DCI-P3/3mon Xbox Game Pass/Black/2.6Kg),83DE001JIN","₹3,19,990",/Lenovo-Legion-i9-14900HX-500Nits-83DE001JIN/dp/B0CXPXBHDH/ref=sr_1_48?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-48
"Acer Aspire 3, Intel Celeron N4500 Processor(8GBRAM /512GB SSD) HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45 Thin and Light Laptop","₹23,990",/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_13?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-13
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3 15.6"" (39.6cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82X70034IN","₹37,850",/sspa/click?ie=UTF8&spc=MTo4MjQxNzU0ODcwMTgzODI5OjE3NDQwODc0NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDUyNTA0NDYxNDkzMjo6Mjo6&url=%2FLenovo-IdeaPad-39-6cm-Warranty-82X70034IN%2Fdp%2FB0C9JC8XDB%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%253Aamzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0C9JC8XDB%26pd_rd_r%3Dae85487d-7fae-49b4-9c0a-24a4669d028c%26pd_rd_w%3DYOP0q%26pd_rd_wg%3D5mQZ8%26pf_rd_p%3D70fd741c-68a9-470a-9805-115e3115104d%26pf_rd_r%3D0JSZNJVW9R9XVC401GE4%26qid%3D1744087449%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-3-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","₹34,990",/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_3?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-3
"Lenovo LOQ 2024, Intel Core i5-12450HX, 12th Gen, NVIDIA RTX 2050-4GB, 24GB RAM, 512GB SSD, FHD 144Hz 300Nits, 15.6""/39.6cm, Windows 11, Grey, 2.4Kg, 83GS00CKIN, 100% sRGB, 1Yr ADP Free Gaming Laptop","₹63,490",/sspa/click?ie=UTF8&spc=MTo3MzIxMTkzNTc4MjM2MTkyOjE3NDQwODc0NzA6c3BfYnRmOjMwMDQyNjQ4NjAwMjgzMjo6MDo6&url=%2FLenovo-i5-12450HX-39-6cm-300Nits-83GS00CKIN%2Fdp%2FB0D8L6R3T3%2Fref%3Dsr_1_38_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087470%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"HP EliteBook 840 G10 Notebook, 14"" WUXGA Business Laptop, Intel i5-1335U, 32GB DDR5 RAM, 1TB SSD, Iris Xe Graphics, Backlit, Fingerprint, Wi-Fi 6, Windows 11 Pro & Microsoft Office Lifetime License","₹92,490",/HP-EliteBook-840-Fingerprint-Microsoft/dp/B0D9YC8RZQ/ref=sr_1_33?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-33
"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/Office 2024/Cloud Grey/1.58Kg), 82VG00T6IN","₹24,190",/sspa/click?ie=UTF8&spc=MTo2OTc5NTM1ODM2NjM4MTcxOjE3NDQwODc0OTU6c3BfYXRmX25leHQ6MzAwMTExMDI2MTgxNDMyOjowOjo&url=%2FLenovo-IdeaPad-Windows-Warranty-82VG00EQIN%2Fdp%2FB0CN18M8CM%2Fref%3Dsr_1_49_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087495%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
